FİRMA NUMARASI	FİRMA ADI	İŞ YERİ	AMBAR	TÜR	MALZEME/HİZMET KODU	MASRAF MERKEZİ	TALEP NUMARASI	TALEP EDEN	TALEP TARİHİ	TALEP ONAYLAYAN	TALEP ONAY TARİHİ	TALEP AÇIKLAMA	SİPARİŞ NUMARASI	SİPARİŞİ AÇAN	SİPARİŞ TARİHİ	SİPARİŞ ONAYLAYAN	SİPARİŞ ONAY TARİHİ	SİPARİŞ MALZEME	TESLİM EVRAK NO	TESLİM TARİHİ	CARİ ÜNVANI	TESLİM ALAN	AÇIKLAMA	MİKTAR	BİRİM	ÖDEME VADESİ	PARA BİRİMİ	BİRİM FİYAT	TOPLAM	FATURAYI KAYDEDEN	FATURA KAYDETME TARİHİ	FATURA TARİHİ	FATURA NO
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Bornova	BORNOVA	HİZMET	770.06.065	IT HİZMETLERİ	T.032.006.000022	güneş.başdoğan	14.01.2026 12:03	okkes.yilmaz	16.01.2026 16:00	Bakım Onarım Giderleri Yönetim Binası-Folkart	S.ACM.İZM.000026	okkes.yilmaz	16.01.2026 16:02	güneş.başdoğan	22.01.2026 13:51	Bakım Onarım Giderleri Yönetim Binası-Folkart			SMYRNA BİLGİ TEKNOLOJİLERİ VE DESTEK HİZMETLERİ LİMİTED ŞİRKETİ		Cat 6 kablo (Kanal ihtiyacı yok Buat ihtiyacı olabilir) 400 metre	400	AD	01	USD	30,18029	12072,12	vildan.tan	26.01.2026 12:15	22.01.2026 00:00	SM02026000000002
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Bornova	BORNOVA	HİZMET	770.06.065	IT HİZMETLERİ	T.032.006.000022	güneş.başdoğan	14.01.2026 12:03	okkes.yilmaz	16.01.2026 16:00	Bakım Onarım Giderleri Yönetim Binası-Folkart	S.ACM.İZM.000026	okkes.yilmaz	16.01.2026 16:02	güneş.başdoğan	22.01.2026 13:51	Bakım Onarım Giderleri Yönetim Binası-Folkart			SMYRNA BİLGİ TEKNOLOJİLERİ VE DESTEK HİZMETLERİ LİMİTED ŞİRKETİ		8 kanallı NVR 	1	AD	01	USD	3449,176	3449,18	vildan.tan	26.01.2026 12:15	22.01.2026 00:00	SM02026000000002
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Bornova	BORNOVA	HİZMET	770.06.065	IT HİZMETLERİ	T.032.006.000022	güneş.başdoğan	14.01.2026 12:03	okkes.yilmaz	16.01.2026 16:00	Bakım Onarım Giderleri Yönetim Binası-Folkart	S.ACM.İZM.000026	okkes.yilmaz	16.01.2026 16:02	güneş.başdoğan	22.01.2026 13:51	Bakım Onarım Giderleri Yönetim Binası-Folkart			SMYRNA BİLGİ TEKNOLOJİLERİ VE DESTEK HİZMETLERİ LİMİTED ŞİRKETİ		Kamera Sistemi Kurulum Bedeli	1	AD	01	USD	8191,793	8191,79	vildan.tan	26.01.2026 12:15	22.01.2026 00:00	SM02026000000002
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Bornova	BORNOVA	HİZMET	255.01.007	IT HİZMETLERİ	T.032.006.000024	güneş.başdoğan	14.01.2026 12:30	Mehmet.Akbay	15.01.2026 16:10	DEMİRBAŞLAR (İZMİR OFİS)	S.ACM.İZM.000027	okkes.yilmaz	16.01.2026 16:39	irmak.kozlu	16.01.2026 16:39	DEMİRBAŞLAR (İZMİR OFİS)			UZMAN BİLGİSAYAR OTOMASYON LTD. ŞTİ.		MSI Creator Pro x18 A14VMG-484TR i9-14900HX 128 GB 4 TB SSD RTX5000 Ada 18" WQUXGA Notebook	1	Adet	01	TL	250000	250000	SATIŞDESTEK2	22.01.2026 10:34	21.01.2026 00:00	UZM2026000000013
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Bornova	BORNOVA	HİZMET	770.06.057	AJANS VE REKLAM HİZMETLERİ	T.032.006.000026	hasibe.ersarıvatan	15.01.2026 15:29	diler.koşar	16.01.2026 16:52	KIRTASİYE GİDERLERİ (FOLKART)-%20	S.ACM.İZM.000028	okkes.yilmaz	16.01.2026 16:54	irmak.kozlu	16.01.2026 16:54	KIRTASİYE GİDERLERİ (FOLKART)-%20			UYGAR GÜL		Zeytin etiketi numune baskı 	8	AD	01	TL	50	400				
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	770.01.046	MUTFAK VE KAFETERYA	T.032.000.000115	SATIŞDESTEK2	16.01.2026 08:13	mustafa.karkıner	16.01.2026 08:37	Mutfak Giderleri Yönetim Merkez - %1	S.ACM.GAN.000052	okkes.yilmaz	16.01.2026 17:17	irmak.kozlu	16.01.2026 17:17	Mutfak Giderleri Yönetim Merkez - %1			İNAN GIDA SAN. TİC. LTD. ŞTİ.		BARDAK SU	150	KOLİ	01	TL	84,158416	12623,76	SATIŞDESTEK2	21.01.2026 08:36	19.01.2026 00:00	ING2026000000270
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	ELEKTRİK MALZEMELERİ	T.055.000.000043	mehmet.urun	12.01.2026 09:47	AKHİSAR.MUHASEBE	12.01.2026 12:10	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000071	Zehra Kılınç	16.01.2026 17:34	AKHİSAR.MUHASEBE	16.01.2026 17:38	Bakım Onarım Giderleri Makina Tesisat - Akhisar			KRC ELEKTRO MARKET SANAYİ VE TİCARET ANONİM ŞİRKETİ		Schneider ATV320U07M2C 0.75kW Hız Kontrol Cihazı (KAĞIT FİLTRE MOTORLARI İÇİN)	2	Adet	60	TL	8476,1274	16952,25				
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	ELEKTRİK MALZEMELERİ	T.055.000.000043	mehmet.urun	12.01.2026 09:47	AKHİSAR.MUHASEBE	12.01.2026 12:10	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000071	Zehra Kılınç	16.01.2026 17:34	AKHİSAR.MUHASEBE	16.01.2026 17:38	Bakım Onarım Giderleri Makina Tesisat - Akhisar			KRC ELEKTRO MARKET SANAYİ VE TİCARET ANONİM ŞİRKETİ		200x300x200mm Sıva Üstü Monoblok Paslanmaz Pano 200 GENİŞLİK 300 UZUNLUK 200 DERİNLİK (KAĞIT FİLTRE MOTORLARI İÇİN) 	2	Adet	60	TL	4483,9288	8967,86				
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	ELEKTRİK MALZEMELERİ	T.055.000.000043	mehmet.urun	12.01.2026 09:47	AKHİSAR.MUHASEBE	12.01.2026 12:10	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000071	Zehra Kılınç	16.01.2026 17:34	AKHİSAR.MUHASEBE	16.01.2026 17:38	Bakım Onarım Giderleri Makina Tesisat - Akhisar			KRC ELEKTRO MARKET SANAYİ VE TİCARET ANONİM ŞİRKETİ		Enda Edp2041-24Vac Dijital Potansiyometre (KAĞIT FİLTRE MOTORLAR İÇİN)	2	Adet	60	TL	1897,0468	3794,09				
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.03.008	KALİBRASYON	T.055.000.000096	sevgi.gonullu	13.01.2026 17:50	Zehra Kılınç	19.01.2026 09:51	Muhtelif Üretim Giderleri - (Akhisar)%18	S.ZYT.MRK.000072	Zehra Kılınç	19.01.2026 09:52	AKHİSAR.MUHASEBE	19.01.2026 14:15	Muhtelif Üretim Giderleri - (Akhisar)%18			EGE PERİYODİK KONTROL VE MÜHENDİSLİK HİZMETLERİ TİCARET LİMİTED ŞİRKETİ		iş hijyeni ortam ölçümü	38	Adet	01	TL	497,36842	18900				
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	ELEKTRİK MALZEMELERİ	T.055.000.000019	mehmet.urun	7.01.2026 11:01	Zehra Kılınç	8.01.2026 09:48	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000073	Zehra Kılınç	19.01.2026 13:12	AKHİSAR.MUHASEBE	19.01.2026 14:15	Bakım Onarım Giderleri Makina Tesisat - Akhisar			DENEYİM ELEKTRİK AYDINLATMA SANAYİ VE TİCARET ANONİM ŞİRKETİ		1.5 METRE BEYAZ WALL WASHER (İDARİ BİNA ÖNCÜ AYDINLATMASI)	4	Adet	90	TL	2450	9800				
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	ELEKTRİK MALZEMELERİ	T.055.000.000019	mehmet.urun	7.01.2026 11:01	Zehra Kılınç	8.01.2026 09:48	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000073	Zehra Kılınç	19.01.2026 13:12	AKHİSAR.MUHASEBE	19.01.2026 14:15	Bakım Onarım Giderleri Makina Tesisat - Akhisar			DENEYİM ELEKTRİK AYDINLATMA SANAYİ VE TİCARET ANONİM ŞİRKETİ		DIŞ MEKAN KIRMIZI ŞERİT LED 12 V (GÜVENLİK BARİYER AYDINLATMASI)	30	METRE	90	TL	80	2400				
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	ELEKTRİK MALZEMELERİ	T.055.000.000019	mehmet.urun	7.01.2026 11:01	Zehra Kılınç	8.01.2026 09:48	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000073	Zehra Kılınç	19.01.2026 13:12	AKHİSAR.MUHASEBE	19.01.2026 14:15	Bakım Onarım Giderleri Makina Tesisat - Akhisar			DENEYİM ELEKTRİK AYDINLATMA SANAYİ VE TİCARET ANONİM ŞİRKETİ		STS TAVA KAPAĞI KLİPSİ (TAVA KAPAKLARI İÇİN)	20	Adet	90	TL	8,85	177				
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	ELEKTRİK MALZEMELERİ	T.055.000.000019	mehmet.urun	7.01.2026 11:01	Zehra Kılınç	8.01.2026 09:48	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000073	Zehra Kılınç	19.01.2026 13:12	AKHİSAR.MUHASEBE	19.01.2026 14:15	Bakım Onarım Giderleri Makina Tesisat - Akhisar			DENEYİM ELEKTRİK AYDINLATMA SANAYİ VE TİCARET ANONİM ŞİRKETİ		10 CM PROB 1/2 DİŞ PT100 (BLANŞÖRLER İÇİN)	2	Adet	90	TL	1068,58984	2137,18				
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	ELEKTRİK MALZEMELERİ	T.055.000.000019	mehmet.urun	7.01.2026 11:01	Zehra Kılınç	8.01.2026 09:48	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000073	Zehra Kılınç	19.01.2026 13:12	AKHİSAR.MUHASEBE	19.01.2026 14:15	Bakım Onarım Giderleri Makina Tesisat - Akhisar			DENEYİM ELEKTRİK AYDINLATMA SANAYİ VE TİCARET ANONİM ŞİRKETİ		PT100 4-20 mA ÇEVİRİCİ (BLANŞÖRLER İÇİN)	2	Adet	90	TL	1219,39889	2438,8				
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	ELEKTRİK MALZEMELERİ	T.055.000.000019	mehmet.urun	7.01.2026 11:01	Zehra Kılınç	8.01.2026 09:48	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000073	Zehra Kılınç	19.01.2026 13:12	AKHİSAR.MUHASEBE	19.01.2026 14:15	Bakım Onarım Giderleri Makina Tesisat - Akhisar			DENEYİM ELEKTRİK AYDINLATMA SANAYİ VE TİCARET ANONİM ŞİRKETİ		OSRAM GÜN IŞIĞI LED AMPUL (VİLLA ÇEVRE AYDINLATMASI İÇİN)	20	Adet	90	TL	40	800				
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	ELEKTRİK MALZEMELERİ	T.055.000.000019	mehmet.urun	7.01.2026 11:01	Zehra Kılınç	8.01.2026 09:48	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000073	Zehra Kılınç	19.01.2026 13:12	AKHİSAR.MUHASEBE	19.01.2026 14:15	Bakım Onarım Giderleri Makina Tesisat - Akhisar			DENEYİM ELEKTRİK AYDINLATMA SANAYİ VE TİCARET ANONİM ŞİRKETİ		ENDA ET 2001 24 V (KURUTMA ARIZA)	6	Adet	90	TL	1184,92825	7109,57				
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	ELEKTRİK MALZEMELERİ	T.055.000.000019	mehmet.urun	7.01.2026 11:01	Zehra Kılınç	8.01.2026 09:48	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000073	Zehra Kılınç	19.01.2026 13:12	AKHİSAR.MUHASEBE	19.01.2026 14:15	Bakım Onarım Giderleri Makina Tesisat - Akhisar			DENEYİM ELEKTRİK AYDINLATMA SANAYİ VE TİCARET ANONİM ŞİRKETİ		AUTONİCS MN-AB-020 SENSÖR (KAPAMA SENSÖR İLAVE)	10	Adet	90	TL	1508,0905	15080,91				
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.030	İŞ AYAKKABISI	T.032.000.000130	antepgıda	16.01.2026 16:24	antepgıda	16.01.2026 17:24	Muhtelif Üretim Giderleri- (Merkez)%10	S.ACM.GAN.000053	okkes.yilmaz	19.01.2026 13:47	irmak.kozlu	27.01.2026 13:28	Muhtelif Üretim Giderleri- (Merkez)%10			ÖZKARALAR BCF İPLİK SAN VE TİC A.Ş		çelik burun ayakkabı 37 numara (gül genç) MEKAP MARKA	1	AD	01	TL	1181,82	1181,82	SATIŞDESTEK2	28.01.2026 15:34	21.01.2026 00:00	OZK2026000000152
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.031	E-TİCARET	T.032.000.000143	tunahan.ak	19.01.2026 14:24	murat.boztaş	19.01.2026 14:31	Muhtelif Üretim Giderleri- (Gonen)%18	S.ACM.GNN.000134	Semih Mutlu	19.01.2026 14:34	ali.baplı	19.01.2026 15:35	Muhtelif Üretim Giderleri- (Gonen)%18			FIRAT DİKİŞ MAKİNELERİ SAN. VE TİC. LTD. ŞTİ. 		ÇUVAL AĞZI DİKİŞ MAKİNASI	1	AD	01	TL	3278,008333	3278,01	khairullah.taj	28.01.2026 11:47	19.01.2026 00:00	FRT2026000000216
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.000.000118	tunahan.ak	16.01.2026 09:41	ufuk.kiranli	16.01.2026 11:28	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000135	Semih Mutlu	19.01.2026 14:46	ali.baplı	19.01.2026 15:35	Bakım Onarım Giderleri Makina Tesisat-Gönen			MAR-TEK MEKANİK OTOMASYON ELEKTRİK TESİSAT İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ		140 LIK KROM DİRSEK 	2	AD	30	TL	750	1500	khairullah.taj	27.01.2026 11:05	22.01.2026 00:00	MRT2026000001012
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.000.000120	tunahan.ak	16.01.2026 10:15	ufuk.kiranli	16.01.2026 11:28	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000136	Semih Mutlu	19.01.2026 14:47	ali.baplı	19.01.2026 15:35	Bakım Onarım Giderleri Makina Tesisat-Gönen			MAR-TEK MEKANİK OTOMASYON ELEKTRİK TESİSAT İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ		2 PARMAK SİYAH DİRSEK	10	AD	30	TL	80	800	khairullah.taj	27.01.2026 11:01	22.01.2026 00:00	MRT2026000001014
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.000.000121	tunahan.ak	16.01.2026 10:17	ufuk.kiranli	16.01.2026 11:28	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000137	Semih Mutlu	19.01.2026 14:54	ali.baplı	19.01.2026 15:35	Bakım Onarım Giderleri Makina Tesisat-Gönen			UZUNOĞULLARI YEDEK PARÇA HIRDAVAT İNŞ.OTOM.TAR.VE HAYV.SAN.TİC.LTD.ŞTİ		PETROL OFİSİ MAXIGEAR 90 YAĞ ( 5 TENEKE )	5	AD	30	TL	1925	9625	khairullah.taj	23.01.2026 11:06	20.01.2026 00:00	UZN2026000000596
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.000.000133	tunahan.ak	16.01.2026 14:12	Semih Mutlu	19.01.2026 15:18	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000138	Semih Mutlu	19.01.2026 15:22	ali.baplı	19.01.2026 15:36	Bakım Onarım Giderleri Makina Tesisat-Gönen			UZUNOĞULLARI YEDEK PARÇA HIRDAVAT İNŞ.OTOM.TAR.VE HAYV.SAN.TİC.LTD.ŞTİ		WÜRTH ROST OFF PAS SÖKÜCÜ ( 12X3 KOLİ ) 	36	AD	30	TL	315	11340	khairullah.taj	23.01.2026 11:06	20.01.2026 00:00	UZN2026000000596
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.000.000133	tunahan.ak	16.01.2026 14:12	Semih Mutlu	19.01.2026 15:18	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000139	Semih Mutlu	19.01.2026 15:22	ali.baplı	19.01.2026 15:36	Bakım Onarım Giderleri Makina Tesisat-Gönen			UZUNOĞULLARI YEDEK PARÇA HIRDAVAT İNŞ.OTOM.TAR.VE HAYV.SAN.TİC.LTD.ŞTİ		WÜRTH HHS 2000 YÜKSEK BASINCA DAYANIKLI TUTUNMA ÖZELLİKLİ YAĞLAYICI	24	AD	30	TL	325	7800	khairullah.taj	23.01.2026 11:06	20.01.2026 00:00	UZN2026000000596
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.000.000134	tunahan.ak	16.01.2026 14:17	ufuk.kiranli	16.01.2026 14:31	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000140	Semih Mutlu	19.01.2026 15:26	ali.baplı	19.01.2026 15:36	Bakım Onarım Giderleri Makina Tesisat-Gönen			UZUNOĞULLARI YEDEK PARÇA HIRDAVAT İNŞ.OTOM.TAR.VE HAYV.SAN.TİC.LTD.ŞTİ		ŞEFFAF SİLİKON	10	AD	30	TL	50	500	khairullah.taj	23.01.2026 11:06	20.01.2026 00:00	UZN2026000000596
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.000.000134	tunahan.ak	16.01.2026 14:17	ufuk.kiranli	16.01.2026 14:31	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000140	Semih Mutlu	19.01.2026 15:26	ali.baplı	19.01.2026 15:36	Bakım Onarım Giderleri Makina Tesisat-Gönen			UZUNOĞULLARI YEDEK PARÇA HIRDAVAT İNŞ.OTOM.TAR.VE HAYV.SAN.TİC.LTD.ŞTİ		DAYSON EXTRA SİLİKON 	10	AD	30	TL	135	1350	khairullah.taj	23.01.2026 11:06	20.01.2026 00:00	UZN2026000000596
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.061	MEKANİK BAKIM ONARIM	T.032.000.000135	tunahan.ak	16.01.2026 14:18	ufuk.kiranli	16.01.2026 14:31	Atölye Giderleri Gönen	S.ACM.GNN.000141	Semih Mutlu	19.01.2026 15:27	ali.baplı	19.01.2026 15:36	Atölye Giderleri Gönen			UZUNOĞULLARI YEDEK PARÇA HIRDAVAT İNŞ.OTOM.TAR.VE HAYV.SAN.TİC.LTD.ŞTİ		SİYAH KAYNAK CAMI ( 110MM X 80 MM ) 	10	Adet	30	TL	12,5	125	khairullah.taj	23.01.2026 11:06	20.01.2026 00:00	UZN2026000000596
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Tire	Tire	MALZEME	P0020	E-TİCARET	T.032.001.000131	ozgur.copkur	15.01.2026 16:10	okkes.yilmaz	19.01.2026 15:29	YAZILIM 	S.ACM.GKÇ.000070	okkes.yilmaz	19.01.2026 15:30	okkes.yilmaz	19.01.2026 16:32	YAZILIM 			MUHTELİF SATICILAR		DEVEXPRESS Universal Subscription 	1	Adet	01	USD	99102,65912	99102,66				
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.000.000117	tunahan.ak	15.01.2026 14:40	ufuk.kiranli	15.01.2026 15:14	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000142	Semih Mutlu	19.01.2026 16:18	ali.baplı	20.01.2026 17:22	Bakım Onarım Giderleri Makina Tesisat-Gönen			DERBİ RULMAN SAN. VE TİC. LTD. ŞTİ. - İZMİR		6309-2Z/C3 RULMAN ( SKF )	5	AD	60	TL	480	2400	khairullah.taj	23.01.2026 11:52	21.01.2026 00:00	DRB2026000000087
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.000.000104	tunahan.ak	14.01.2026 11:46	ufuk.kiranli	14.01.2026 14:14	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000143	Semih Mutlu	19.01.2026 16:18	ali.baplı	20.01.2026 17:22	Bakım Onarım Giderleri Makina Tesisat-Gönen			DERBİ RULMAN SAN. VE TİC. LTD. ŞTİ. - İZMİR		55X90X10 YAĞ KEÇESİ	10	AD	60	TL	45	450	khairullah.taj	23.01.2026 11:52	21.01.2026 00:00	DRB2026000000087
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.003.000043	tunahan.ak	15.01.2026 14:39	ufuk.kiranli	16.01.2026 09:06	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000144	Semih Mutlu	19.01.2026 16:40	ali.baplı	20.01.2026 17:22	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			GÖNEN METAL - MURAT TÜRK		DIŞ ÇAP 100 MM  İÇ ÇAP 30 MM KALINLIK 15 MM DELİKSİZ KROM FLANŞ 	10	AD	30	TL	320,833333	3208,33	khairullah.taj	26.01.2026 12:49	21.01.2026 00:00	GMS2026000000086
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.000.000053	tunahan.ak	8.01.2026 12:44	ufuk.kiranli	8.01.2026 13:01	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000145	Semih Mutlu	19.01.2026 16:44	ali.baplı	20.01.2026 17:22	Bakım Onarım Giderleri Makina Tesisat-Gönen			ÖZİMEKS SAN. ÜRÜN. TİC. LTD. ŞTİ.		30X30 7 MM KROM SAÇ PLAKA 	12	AD	60	TL	130,89	1570,68				
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.000.000054	tunahan.ak	8.01.2026 12:45	Semih Mutlu	19.01.2026 16:43	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000146	Semih Mutlu	19.01.2026 16:44	ali.baplı	20.01.2026 17:22	Bakım Onarım Giderleri Makina Tesisat-Gönen			ÖZİMEKS SAN. ÜRÜN. TİC. LTD. ŞTİ.		50X50X5 KROM KÖŞEBENT ( 4 BOY )	91,2	AD	60	TL	138,74	12653,09				
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	MEKANİK BAKIM ONARIM	T.055.000.000062	mehmet.urun	12.01.2026 09:43	Zehra Kılınç	20.01.2026 08:59	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000074	Zehra Kılınç	20.01.2026 09:07	AKHİSAR.MUHASEBE	20.01.2026 15:49	Bakım Onarım Giderleri Makina Tesisat - Akhisar			ÇINARLI MAKİNE SANAYİ TİCARET ANONİM ŞİRKETİ		HXTR/4-500-A AKSİYEL FAN (KURUTMALAR İÇİN)	2	Adet	01	TL	24900	49800				
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	MALZEME	157.01.003	PALET	T.055.000.000104	Akhisar.Depo	15.01.2026 15:38	AKHİSAR.MUHASEBE	15.01.2026 15:56	PALET ( 80x120 ) (EURO )	S.ZYT.MRK.000075	Zehra Kılınç	20.01.2026 10:20	AKHİSAR.MUHASEBE	20.01.2026 15:49	PALET ( 80x120 ) (EURO )			ANADOLU EGE ENTEGRE AHŞAP SİSTEMLERİ SAN.VE TİC.A.Ş.		YURTİÇİ PALET OLACAKTIR	952	ADET	60	TL	380	361760	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	MALZEME	150.07.015	KOLİ BANDI	T.032.000.000085	ANTEPDEPO	12.01.2026 13:14	ANTEPDEPO	20.01.2026 13:07	KOLİ BANDI - (100 MT)	S.ACM.GAN.000054	okkes.yilmaz	20.01.2026 14:45	irmak.kozlu	20.01.2026 14:48	KOLİ BANDI - (100 MT)			AYKUT GIDA AMBALAJ SANAYİ VE TİCARET LİMİTED ŞİRKETİ			1500	AD	01	TL	19,5	29250	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	MALZEME	150.07.034	KOLİ BANDI	T.032.000.000085	ANTEPDEPO	12.01.2026 13:14	ANTEPDEPO	20.01.2026 13:07	KOLİ BANDI - (800 MT)	S.ACM.GAN.000054	okkes.yilmaz	20.01.2026 14:45	irmak.kozlu	20.01.2026 14:48	KOLİ BANDI - (800 MT)			AYKUT GIDA AMBALAJ SANAYİ VE TİCARET LİMİTED ŞİRKETİ			800	AD	01	TL	155	124000	*			
